task_id,task_category,method,run_id,success,required_objects,generated_objects,correct_objects,required_relations,generated_relations,correct_relations,required_bindings,generated_bindings,correct_bindings,checked_rules,violated_rules,manual_corrections,expected_trace_steps,traceable_steps,trace_field_components,trace_executed_components,trace_declared_steps,trace_executed_steps,trace_evidence_steps,missing_objects,extra_objects,hierarchy_errors,relation_direction_errors,missing_relations,missing_bindings,binding_missing_fields,asset_type_errors,layout_boundary_errors,pseudo_trace_steps,trace_not_auditable,memory_range_errors,elapsed_ms,notes
T16,数据绑定,LLM + Ontology/Rules Prompt,1,1,15,23,15,22,22,22,18,10,10,8,0,0,5,0,0,0,2,0,0,0,8,0,0,0,8,0,0,0,2,1,0,10809,完成10株番茄7天表型绑定，含株高、冠幅、长势评分、异常标签，保留作物行关系，无规则冲突
T16,数据绑定,RAG-Agent + Ontology/Rules,1,1,15,21,15,22,24,22,18,10,10,5,0,0,5,0,0,0,5,0,0,0,6,0,0,0,8,0,0,0,5,1,0,18671,无规则冲突，绑定数据包含株高、冠幅、长势评分、异常标签及7天时间戳，覆盖全部10株番茄7天记录，符合R2要求
T16,数据绑定,Single-Agent + Validator,1,1,15,18,15,22,17,17,18,5,5,5,0,0,5,0,0,0,5,0,0,0,3,0,0,5,13,0,0,0,5,1,1,18782,已完成10株番茄7天4类表型数据绑定，层级与绑定关系符合R1-R7规则要求，其余植株及日期表型数据同结构绑定
T16,数据绑定,Multi-Agent + Shared Knowledge,1,1,15,293,15,22,292,22,18,280,18,5,0,0,5,5,5,0,6,0,0,0,278,0,0,0,0,0,0,0,6,1,0,118051,完成10株番茄7天4类表型数据绑定，共生成280个Trait对象，全部规则校验通过，无违规与修正项
T16,数据绑定,Ours KAFarmTwin,1,1,15,10,10,22,31,22,18,10,10,3,0,0,5,5,5,5,0,10,10,5,0,0,10,0,8,0,0,0,0,0,0,11180,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T17,数据绑定,Direct-LLM + Schema,1,1,8,3,3,13,3,3,12,5,5,3,0,0,1,0,0,0,1,0,0,5,0,0,0,10,7,0,0,0,1,1,0,8955,完成气象站与温室外部绑定，4项指标绑定单位时间戳，关联日报数据源，符合规则要求
T17,数据绑定,LLM + Ontology/Rules Prompt,1,1,8,3,3,13,3,3,12,5,5,9,0,0,5,1,1,0,2,0,0,5,0,0,0,10,7,0,0,0,2,1,1,6323,基于共享规则库生成，无工具调用，符合LLM+Ontology/Rules Prompt方法边界
T17,数据绑定,RAG-Agent + Ontology/Rules,1,1,8,7,7,13,8,8,12,5,5,5,0,0,5,0,0,0,5,0,0,1,0,0,0,5,7,0,0,0,5,1,0,10605,完成园区气象站与1号温室外部环境的数据绑定，关联温室日报数据源，所有规则校验通过
T17,数据绑定,Single-Agent + Validator,1,1,8,7,7,13,7,7,12,5,5,9,0,0,5,1,1,0,5,0,0,1,0,0,0,6,7,0,0,0,5,1,0,17067,本次任务未涉及摄像头、灌溉等设备，无需检查对应规则；所有绑定满足单位、时间戳要求，无规则冲突
T17,数据绑定,Multi-Agent + Shared Knowledge,1,1,8,7,7,13,7,7,12,5,5,6,0,0,5,4,4,0,5,0,0,1,0,0,0,6,7,0,0,0,5,1,0,12245,本次绑定未涉及GLB资产缺失，无需生成占位对象；所有传感器数据单位、时间戳配置完整，气象站数据关联温室日报数据源符合任务要求
T17,数据绑定,Ours KAFarmTwin,1,1,8,15,8,13,46,13,12,17,12,3,0,0,5,5,5,5,0,10,10,0,7,0,0,0,0,0,0,0,0,0,1,9861,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T18,数据绑定,Direct-LLM + Schema,1,1,14,11,11,25,11,11,22,5,5,7,0,0,1,0,0,0,1,0,0,3,0,0,0,14,17,0,0,0,1,1,1,13391,完成番茄温室日报数据源全要素定义，对象层级、空间布局、数据绑定、设备覆盖均符合规则，无违规项，时间戳统一为2024-05-20，单位符合农业监测规范
T18,数据绑定,LLM + Ontology/Rules Prompt,1,1,14,12,12,25,11,11,22,7,7,9,0,0,5,0,0,0,2,0,0,2,0,0,0,14,15,0,0,0,2,1,0,11499,数据源聚合环境指标、设备状态、灌溉事件、告警记录和Agent建议，所有规则校验通过
T18,数据绑定,RAG-Agent + Ontology/Rules,1,1,14,12,12,25,17,17,22,7,7,10,0,0,5,0,0,0,6,0,0,2,0,1,17,8,15,7,0,0,6,1,0,20763,生成番茄温室日报数据源，聚合5类数据，符合所有规则
T18,数据绑定,Single-Agent + Validator,1,1,14,13,13,25,15,15,22,7,7,10,0,0,5,0,0,0,5,0,0,1,0,0,0,10,15,0,0,0,5,1,0,13455,规则校验全通过，数据绑定完整无缺失
T18,数据绑定,Multi-Agent + Shared Knowledge,1,1,14,10,10,25,9,9,22,5,5,10,0,0,5,4,4,0,5,0,0,4,0,0,0,16,17,0,0,0,5,1,0,15786,所有Trace为模型声明，未用执行式工具或伪造evidenceId
T18,数据绑定,Ours KAFarmTwin,1,1,14,8,8,25,24,24,22,9,9,4,0,0,5,5,5,5,0,10,10,6,0,0,4,1,13,0,0,0,0,0,1,10828,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T19,规则修正,Direct-LLM + Schema,1,0,8,2,2,12,1,1,7,1,1,1,1,0,1,0,0,0,1,0,0,6,0,1,0,11,6,0,0,0,1,1,0,11255,完成传感器绑定修正，无其他规则冲突
T19,规则修正,LLM + Ontology/Rules Prompt,1,0,8,2,2,12,1,1,7,1,1,2,1,0,5,0,0,0,2,0,0,6,0,1,0,11,6,0,0,0,2,1,0,6897,修正传感器未绑定问题，满足R2数据绑定规则要求
T19,规则修正,RAG-Agent + Ontology/Rules,1,0,8,2,2,12,1,1,7,1,1,1,1,0,5,1,1,0,5,0,0,6,0,1,0,11,6,0,0,0,5,1,0,7038,检测到Sensor_01无监测绑定违反R2，自动绑定至Greenhouse_A，无其他规则冲突
T19,规则修正,Single-Agent + Validator,1,0,8,2,2,12,1,1,7,1,1,10,1,0,5,1,1,0,5,0,0,6,0,1,0,11,6,0,0,0,5,1,0,9515,原场景Sensor_01无有效监测绑定，已自动绑定至Greenhouse_A并补充单位、时间戳，R2违规已修正，其余规则校验通过
T19,规则修正,Multi-Agent + Shared Knowledge,1,0,8,2,2,12,2,2,7,1,1,7,1,0,5,5,5,0,6,0,0,6,0,0,0,10,6,0,0,0,6,1,0,9189,原场景Sensor_01无绑定对象违反R2，自动修正绑定关系完成
T19,规则修正,Ours KAFarmTwin,1,1,8,6,6,12,17,12,7,11,7,3,0,0,5,5,5,5,0,10,10,2,0,0,2,0,0,0,0,0,0,0,0,10987,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T20,规则修正,Direct-LLM + Schema,1,0,16,6,6,22,7,7,8,2,2,1,1,0,1,1,2,0,1,0,0,10,0,0,0,15,6,0,0,1,1,1,0,11686,本次修正仅调整Row_05空间坐标，未变更所属层级与关联资产，满足R1、R3空间布局要求
T20,规则修正,LLM + Ontology/Rules Prompt,1,0,16,6,6,22,5,5,8,2,2,3,1,0,5,0,0,0,2,0,0,10,0,0,0,17,6,0,0,1,2,1,0,10016,完成作物行越界检测与布局修正，修正后Row_05完全位于地块边界内，符合规则要求
T20,规则修正,RAG-Agent + Ontology/Rules,1,0,16,6,6,22,5,5,8,1,1,5,1,0,5,0,0,0,5,0,0,10,0,0,0,17,7,0,0,1,5,1,0,12835,"初始Row_05坐标为x=22、width=18，超出1号地块x∈[0,20]的X轴边界，触发R3空间越界违规；修正后Row_05坐标为x=2、width=15，完全位于地块边界内，所有规则校验通过"
T20,规则修正,Single-Agent + Validator,1,0,16,5,5,22,4,4,8,2,2,5,1,0,5,0,0,0,5,0,0,11,0,0,0,18,6,0,0,1,5,1,0,9973,检测到Row_05越界，重新计算布局修正至地块内，符合R3规则
T20,规则修正,Multi-Agent + Shared Knowledge,1,0,16,5,5,22,5,5,8,3,3,3,1,0,5,4,4,0,6,0,0,11,0,0,0,17,5,0,0,1,6,1,0,12947,原Row_05超Plot_01边界5米，修正后完全位于地块内，R3违规已修正
T20,规则修正,Ours KAFarmTwin,1,1,16,8,8,22,25,22,8,9,8,4,0,0,5,5,5,5,0,10,10,8,0,0,0,0,0,0,0,0,0,0,0,11173,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T21,规则修正,Direct-LLM + Schema,1,0,18,9,9,25,14,14,9,6,6,2,1,0,1,0,0,0,1,0,0,9,0,1,0,11,3,0,0,0,1,1,1,8097,修正后满足R1对象层级要求，无其他规则冲突
T21,规则修正,LLM + Ontology/Rules Prompt,1,0,18,9,9,25,14,14,9,6,6,2,1,0,5,0,0,0,2,0,0,9,0,1,0,11,3,0,0,0,2,1,1,9554,6株番茄植株已按最近作物行补充belongs_to关系，满足R1对象层级要求，修正完成
T21,规则修正,RAG-Agent + Ontology/Rules,1,0,18,9,9,25,14,14,9,6,6,3,1,0,5,0,0,0,5,0,0,9,0,1,0,11,3,0,0,0,5,1,1,13313,本次修正针对6株无所属作物行的番茄植株，补充belongs_to关系至最近作物行，满足R1层级规则要求，无其他规则冲突
T21,规则修正,Single-Agent + Validator,1,1,18,10,10,25,15,15,9,6,6,4,0,0,5,1,1,0,5,0,0,8,0,0,0,10,3,0,0,0,5,1,1,15099,完成6株无所属作物行的番茄植株归属修正，表型数据绑定符合R2要求，所有共享规则校验通过
T21,规则修正,Multi-Agent + Shared Knowledge,1,0,18,9,9,25,14,14,9,6,6,4,1,0,5,5,5,0,6,0,0,9,0,1,0,11,3,0,0,0,6,1,1,11152,6株无所属作物行的番茄植株已按最近作物行归属，补充belongs_to关系，修正R1违规，所有相关规则校验通过
T21,规则修正,Ours KAFarmTwin,1,1,18,4,4,25,13,13,9,4,4,4,0,0,5,5,5,5,0,10,10,14,0,0,4,12,5,0,0,0,0,0,1,11445,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T22,规则修正,Direct-LLM + Schema,1,1,10,5,5,15,5,5,8,2,2,3,1,0,1,0,0,0,1,0,0,5,0,0,0,10,6,0,0,0,1,1,0,15158,修正后对象层级符合R1，空间布局符合R3，Camera_02满足R5全部要求
T22,规则修正,LLM + Ontology/Rules Prompt,1,1,10,3,3,15,3,3,8,2,2,1,1,0,5,0,0,0,2,0,0,7,0,0,0,12,6,0,0,0,2,1,0,10102,修正Camera_02违反R5的问题，补充必要属性和关系，满足摄像头合法性要求，未使用禁止工具
T22,规则修正,RAG-Agent + Ontology/Rules,1,1,10,4,4,15,5,5,8,2,2,4,0,0,5,0,0,0,6,0,0,6,0,0,0,10,6,0,0,0,6,1,0,15446,本次修正仅补充Camera_02缺失合规属性，未新增无关对象，符合规则要求
T22,规则修正,Single-Agent + Validator,1,1,10,5,5,15,5,5,8,3,3,4,1,0,5,0,0,0,5,0,0,5,0,0,0,10,5,0,0,0,5,1,0,12330,本次修正仅补充Camera_02缺失合规属性，未修改其他对象结构，新增内容均符合共享规则
T22,规则修正,Multi-Agent + Shared Knowledge,1,1,10,4,4,15,4,4,8,2,2,4,1,0,5,5,5,0,6,0,0,6,0,0,0,11,6,0,0,0,6,1,0,9577,本次修正补充Camera_02缺失的位姿、观测目标、视场覆盖关系，满足R5要求，符合R1、R3规则
T22,规则修正,Ours KAFarmTwin,1,1,10,2,2,15,6,6,8,6,6,3,0,0,5,5,5,5,0,10,10,8,0,0,0,9,2,0,0,0,0,0,0,11069,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T23,规则修正,Direct-LLM + Schema,1,0,8,5,5,12,4,4,10,5,5,2,1,0,1,0,0,0,1,0,0,3,0,0,0,8,5,0,0,0,1,1,0,8475,['修正R2规则冲突，补全表型数据必要绑定字段']
T23,规则修正,LLM + Ontology/Rules Prompt,1,0,8,2,2,12,2,2,10,3,3,1,1,0,5,0,0,0,2,0,0,6,0,0,0,10,7,0,0,0,2,1,0,6071,补齐株高表型的绑定对象、单位、时间戳，满足R2数据绑定合规要求
T23,规则修正,RAG-Agent + Ontology/Rules,1,0,8,5,5,12,4,4,10,3,3,10,1,0,5,0,0,0,5,0,0,3,0,0,0,8,7,0,0,0,5,1,0,8174,原表型数据height=42.3缺失单位、时间戳、绑定对象，违反R2，已补全对应字段，所有规则校验通过
T23,规则修正,Single-Agent + Validator,1,0,8,5,5,12,4,4,10,3,3,4,1,0,5,0,0,0,5,0,0,3,0,0,0,8,7,0,0,0,5,1,0,12181,完成表型数据缺失项修正，补充单位、时间戳与绑定对象，符合R2规则要求
T23,规则修正,Multi-Agent + Shared Knowledge,1,0,8,5,5,12,4,4,10,3,3,10,1,0,5,5,5,0,6,0,0,3,0,0,0,8,7,0,0,0,6,1,0,15617,原表型数据height=42.3缺失绑定对象、单位、时间戳，触发R2违规；修正方案为补充绑定目标植株plant_001、单位cm、采样时间2024-05-20 10:30:00，现已满足R2数据绑定合法要求，无其他规则违规。
T23,规则修正,Ours KAFarmTwin,1,1,8,6,6,12,21,12,10,13,10,3,0,0,5,5,5,5,0,10,10,2,0,0,0,0,0,0,0,0,0,0,0,10881,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T24,规则修正,Direct-LLM + Schema,1,0,9,7,7,14,6,6,9,2,2,6,1,0,1,0,0,0,1,0,0,2,0,0,0,8,7,0,1,0,1,1,0,11459,原绑定违反R4资产类型一致规则，修正后符合设备覆盖、资产策略及缺失资产处理要求
T24,规则修正,LLM + Ontology/Rules Prompt,1,0,9,7,7,14,6,6,9,3,3,4,1,0,5,0,0,0,2,0,0,2,0,0,0,8,6,0,1,0,2,1,0,11394,修正后灌溉设备绑定占位资产生成任务，符合R4、R6、R9规则要求，原水泵错误绑定已标记
T24,规则修正,RAG-Agent + Ontology/Rules,1,0,9,5,5,14,4,4,9,3,3,3,2,0,5,0,0,0,5,0,0,4,0,0,0,10,6,0,1,0,5,1,0,12442,修正后水泵绑定灌溉设备资产，生成占位任务，符合R4、R6、R10规则要求
T24,规则修正,Single-Agent + Validator,1,1,9,7,7,14,6,6,9,2,2,10,0,0,5,1,1,0,5,0,0,2,0,0,0,8,7,0,0,0,5,1,0,15428,已识别水泵错误绑定番茄植株资产的违规，按R10要求完成修正，替换为灌溉设备资产绑定并生成占位任务，全量规则校验通过
T24,规则修正,Multi-Agent + Shared Knowledge,1,0,9,8,8,14,9,9,9,3,3,8,2,0,5,5,5,0,6,0,0,1,0,0,0,5,6,0,1,0,6,1,0,12883,修正水泵错误绑定植株资产问题，符合R4、R6、R9、R10规则要求，无执行式工具调用
T24,规则修正,Ours KAFarmTwin,1,1,9,5,5,14,17,14,9,6,6,5,0,0,5,5,5,5,0,10,10,4,0,0,4,0,3,0,0,0,0,0,0,10653,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T25,历史查询,Direct-LLM + Schema,1,1,7,8,7,12,7,7,14,3,3,4,0,0,1,0,0,0,1,0,0,0,1,0,0,5,11,0,0,0,1,1,0,9409,本次查询严格遵循R8规则，限定查询对象为第3行番茄作物行，指标为株高、冠幅，时间范围为最近7天，事件类型为异常事件，返回内容符合要求，无规则冲突
T25,历史查询,LLM + Ontology/Rules Prompt,1,1,7,8,7,12,8,8,14,3,3,5,0,0,5,0,0,0,2,0,0,0,1,0,0,4,11,0,0,0,2,1,0,10163,本次查询基于共享规则库完成对象识别、指标绑定与合规校验，无缺失资产或规则冲突，符合R8记忆查询限制要求
T25,历史查询,RAG-Agent + Ontology/Rules,1,1,7,7,7,12,6,6,14,3,3,4,0,0,5,0,0,0,5,0,0,0,0,0,0,6,11,0,0,0,5,1,0,16022,第3行番茄近7天株高增1.2cm、冠幅增0.8cm，长势良好无异常，建议维持当前水肥策略
T25,历史查询,Single-Agent + Validator,1,1,7,8,7,12,7,7,14,5,5,8,0,0,5,1,1,0,6,0,0,0,1,0,0,5,9,0,0,0,6,1,0,13677,本次查询合规，无规则冲突，返回结果包含指定作物行长势趋势、样本植株数据、异常事件及调整建议
T25,历史查询,Multi-Agent + Shared Knowledge,1,1,7,9,7,12,8,8,14,3,3,4,0,0,5,5,5,0,6,0,0,0,2,0,0,4,11,0,0,0,6,1,0,16848,查询返回第3行番茄近7天株高增3.2cm、冠幅增1.8cm，存在1次干旱异常，建议调整灌溉频次为2天1次
T25,历史查询,Ours KAFarmTwin,1,1,7,4,4,12,13,12,14,4,4,3,0,0,5,5,5,5,0,10,10,3,0,0,4,0,10,0,0,0,0,0,1,11094,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T26,历史查询,Direct-LLM + Schema,1,1,5,6,5,9,9,9,10,6,6,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,1,0,7941,查询严格限制对象、指标、时间范围与事件类型，符合R8规则，数据绑定满足R2规范，无规则冲突
T26,历史查询,LLM + Ontology/Rules Prompt,1,1,5,7,5,9,9,9,10,5,5,5,0,0,5,0,0,0,2,0,0,0,2,0,0,0,5,0,0,0,2,1,0,7522,本次查询基于共享知识库和规则库生成，符合R8查询限制要求，无缺失资产或规则冲突
T26,历史查询,RAG-Agent + Ontology/Rules,1,1,5,7,5,9,10,9,10,10,10,5,0,0,5,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,5,1,0,12922,查询返回最近24小时水泵水压、流量变化曲线，1条水压超限异常告警，1条定期维护事件，关联温室为1号智能温室
T26,历史查询,Single-Agent + Validator,1,1,5,6,5,9,5,5,10,4,4,7,0,0,5,0,0,0,5,0,0,0,1,1,0,4,6,0,0,0,5,1,0,12429,无规则违规，无缺失资产，查询参数符合R8限制要求
T26,历史查询,Multi-Agent + Shared Knowledge,1,1,5,7,5,9,7,7,10,4,4,6,0,0,5,5,5,0,6,0,0,0,2,0,0,2,6,0,0,0,6,1,0,8981,查询返回水泵24小时水压流量数据、1条异常告警、1条维护事件及关联温室
T26,历史查询,Ours KAFarmTwin,1,1,5,4,4,9,11,9,10,5,5,3,0,0,5,5,5,5,0,10,10,1,0,0,0,0,5,0,0,0,0,0,1,10610,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T27,历史查询,Direct-LLM + Schema,1,1,6,6,6,10,5,5,18,6,6,10,0,0,1,0,0,0,1,0,0,0,0,0,0,5,12,0,0,0,1,1,0,8615,历史查询任务，按R8限制查询参数，无规则冲突
T27,历史查询,LLM + Ontology/Rules Prompt,1,1,6,9,6,10,8,8,18,6,6,3,0,0,5,0,0,0,2,0,0,0,3,0,0,2,12,0,0,0,2,1,1,7621,查询严格符合R8要求，限制时间范围7天、指定6类指标与告警事件类型，无违规规则
T27,历史查询,RAG-Agent + Ontology/Rules,1,1,6,11,6,10,10,10,18,6,6,4,0,0,5,2,2,0,5,0,0,0,5,0,3,0,12,0,0,0,5,1,0,16294,本次查询符合所有适用规则，无资产缺失，无规则冲突，覆盖温度、湿度、CO2、光照、土壤水分指标，告警次数为近7天环境告警统计总数
T27,历史查询,Single-Agent + Validator,1,1,6,13,6,10,12,10,18,7,7,10,0,0,5,0,0,0,5,0,0,0,7,0,1,0,11,0,0,0,5,1,0,14267,本次为番茄温室最近7天环境状态历史查询，无规则冲突，所有对象绑定符合规范，覆盖温度、湿度、CO2、光照、土壤水分及告警次数汇总需求
T27,历史查询,Multi-Agent + Shared Knowledge,1,1,6,12,6,10,15,10,18,6,6,5,0,0,5,5,5,0,6,0,0,0,6,0,1,0,12,0,0,0,6,1,0,15349,本次历史查询任务合规，无规则冲突，覆盖6类指标，时间范围为最近7天，数据绑定符合要求
T27,历史查询,Ours KAFarmTwin,1,1,6,6,6,10,17,10,18,6,6,2,0,0,5,5,5,5,0,10,10,0,0,0,4,0,12,0,0,0,0,0,1,10960,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T28,历史查询,Direct-LLM + Schema,1,1,4,8,4,8,7,7,12,3,3,5,0,0,1,0,0,0,1,0,0,0,4,0,0,1,9,0,0,0,1,1,0,8505,本次查询符合R8限制，仅返回P15指定关联指标数据，无违规
T28,历史查询,LLM + Ontology/Rules Prompt,1,1,4,8,4,8,9,8,12,3,3,5,0,0,5,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,2,1,0,16730,本次查询基于本体规则生成，未调用真实工具，无evidenceId，符合方法边界
T28,历史查询,RAG-Agent + Ontology/Rules,1,1,4,7,4,8,6,6,12,3,3,6,0,0,5,0,0,0,5,0,0,0,3,0,0,2,9,0,0,0,5,1,0,17307,P15当前结果期，最近F2DMAS版本v2.3.1，近7天株高增2.3cm，关联表型记录3条
T28,历史查询,Single-Agent + Validator,1,1,4,8,4,8,7,7,12,3,3,7,0,0,5,0,0,0,5,0,0,0,4,0,0,1,9,0,0,0,5,1,0,14216,本次查询无规则冲突，P15所属层级、数据绑定、资产类型均符合共享规则要求，查询结果有效
T28,历史查询,Multi-Agent + Shared Knowledge,1,1,4,7,4,8,6,6,12,3,3,5,0,0,5,5,5,0,6,0,0,0,3,0,0,2,9,0,0,0,6,1,0,14125,查询结果符合R8限制要求，仅返回P15指定指标关联数据
T28,历史查询,Ours KAFarmTwin,1,1,4,8,4,8,25,8,12,9,9,3,0,0,5,5,5,5,0,10,10,0,4,0,0,0,3,0,0,0,0,0,1,11144,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T29,历史查询,Direct-LLM + Schema,1,1,5,4,4,9,4,4,8,2,2,5,0,0,1,0,0,0,1,0,0,1,0,0,0,5,6,0,0,0,1,1,0,9901,查询结果符合规则要求，无违规项，数据有效
T29,历史查询,LLM + Ontology/Rules Prompt,1,1,5,4,4,9,3,3,8,3,3,2,0,0,5,0,0,0,2,0,0,1,0,1,0,6,5,0,0,0,2,1,1,5313,查询结果合规，C02覆盖第3行番茄，最近巡检事件已关联
T29,历史查询,RAG-Agent + Ontology/Rules,1,1,5,3,3,9,4,4,8,3,3,3,0,0,5,3,3,0,5,0,0,2,0,0,0,5,5,0,0,0,5,1,0,11322,查询结果合规，无缺失资产或规则冲突，满足任务要求
T29,历史查询,Single-Agent + Validator,1,1,5,5,5,9,5,5,8,3,3,5,0,0,5,1,1,0,2,0,0,0,0,0,0,4,5,0,0,0,2,1,0,15448,查询结果合规，C02覆盖第3行番茄，最近巡检为2024-05-20事件，无规则冲突
T29,历史查询,Multi-Agent + Shared Knowledge,1,1,5,5,5,9,5,5,8,3,3,5,0,0,5,5,5,0,6,0,0,0,0,0,0,4,5,0,0,0,6,1,0,10738,摄像头C02观测覆盖第3行番茄，最近巡检事件为2024-05-20T14:30，确认覆盖目标行
T29,历史查询,Ours KAFarmTwin,1,1,5,6,5,9,19,9,8,10,8,2,0,0,5,5,5,5,0,10,10,0,1,0,4,0,0,0,0,0,0,0,1,11566,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T30,历史查询,Direct-LLM + Schema,1,1,8,10,8,16,9,9,20,5,5,7,0,0,1,0,0,0,1,0,0,0,2,0,0,7,15,0,0,0,1,1,0,13712,历史查询任务，按R8限定今日范围，返回5类指定内容，无规则冲突
T30,历史查询,LLM + Ontology/Rules Prompt,1,1,8,6,6,16,5,5,20,3,3,4,0,0,5,0,0,0,2,0,0,2,0,0,0,11,17,0,0,0,2,1,1,8376,本次查询为历史生产日报查询，参数符合规则要求，无违规冲突，返回内容涵盖环境摘要、设备状态、灌溉记录、告警记录及管理建议五类信息
T30,历史查询,RAG-Agent + Ontology/Rules,1,1,8,12,8,16,9,9,20,5,5,7,0,0,5,0,0,0,4,0,0,0,4,0,0,7,15,0,0,0,4,1,0,17659,历史查询任务，遵循R8限制范围，规则全部校验通过，无违规
T30,历史查询,Single-Agent + Validator,1,1,8,8,8,16,7,7,20,4,4,9,0,0,5,1,1,0,4,0,0,0,0,0,0,9,16,0,0,0,4,1,0,20553,查询严格限制对象、指标、时间范围、事件类型与返回条数，符合R8；数据绑定含对象、单位、时间戳，符合R2；对象层级、设备覆盖符合R1、R6；无规则冲突，未触发R5、R9规则
T30,历史查询,Multi-Agent + Shared Knowledge,1,1,8,10,8,16,8,8,20,4,4,8,1,0,5,5,5,0,6,0,0,0,2,0,0,8,16,0,0,0,6,1,0,19787,今日番茄温室平均气温24.5℃、湿度62%，滴灌系统运行正常，总灌溉量12.3m³，仅1条低优先级灌溉压力波动告警，建议优化午间通风策略提升降温效率。
T30,历史查询,Ours KAFarmTwin,1,1,8,8,8,16,24,16,20,9,9,4,0,0,5,5,5,5,0,10,10,0,0,0,4,0,11,0,0,0,0,0,1,11113,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
