task_id,task_category,method,run_id,success,required_objects,generated_objects,required_relations,correct_relations,required_bindings,correct_bindings,required_asset_routes,correct_asset_routes,checked_rules,violated_rules,manual_corrections,expected_trace_steps,traceable_steps,hierarchy_checks,hierarchy_violations,validator_rule_checks,validator_rule_conflicts,elapsed_ms,notes
T16,数据绑定,Ours w/o Asset Router,1,1,15,10,22,21,18,0,0,0,3,0,0,5,4,1,0,3,0,20127,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T16,数据绑定,Ours w/o Validator,1,0,15,10,22,22,18,10,0,0,3,1,0,5,4,1,0,3,1,20127,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T17,数据绑定,Ours,1,1,8,2,13,12,12,3,0,0,3,0,0,5,5,0,0,3,0,17099,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours"
T17,数据绑定,Ours w/o Ontology,1,1,8,2,13,9,12,3,0,0,3,0,0,5,4,0,0,3,0,17099,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T17,数据绑定,Ours w/o Memory,1,1,8,2,13,9,12,3,0,0,3,1,0,5,4,0,0,3,1,17099,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T17,数据绑定,Ours w/o Asset Router,1,1,8,2,13,10,12,1,0,0,3,0,0,5,4,0,0,3,0,17099,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T17,数据绑定,Ours w/o Validator,1,0,8,2,13,12,12,3,0,0,3,2,0,5,4,0,0,3,2,17099,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T18,数据绑定,Ours,1,1,14,6,25,25,22,14,0,0,4,0,0,5,5,0,0,3,0,25929,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours"
T18,数据绑定,Ours w/o Ontology,1,1,14,6,25,14,22,14,0,0,4,0,0,5,4,0,0,3,0,25929,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T18,数据绑定,Ours w/o Memory,1,1,14,6,25,18,22,12,0,0,4,1,0,5,4,0,0,3,1,25929,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T18,数据绑定,Ours w/o Asset Router,1,1,14,6,25,20,22,4,0,0,4,0,0,5,4,0,0,3,0,25929,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T18,数据绑定,Ours w/o Validator,1,0,14,6,25,25,22,14,0,0,4,2,0,5,4,0,0,3,2,25929,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T19,规则修正,Ours,1,1,8,2,12,7,7,5,0,0,3,0,0,5,5,0,0,2,0,19279,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1; ablation=Ours"
T19,规则修正,Ours w/o Ontology,1,1,8,2,12,4,7,5,0,0,3,0,0,5,4,0,0,2,0,19279,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T19,规则修正,Ours w/o Memory,1,1,8,2,12,7,7,5,0,0,3,0,0,5,4,0,0,2,0,19279,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T19,规则修正,Ours w/o Asset Router,1,1,8,2,12,5,7,1,0,0,3,0,0,5,4,0,0,2,0,19279,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T19,规则修正,Ours w/o Validator,1,0,8,2,12,7,7,5,0,0,3,2,0,5,4,0,0,2,2,19279,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T20,规则修正,Ours,1,1,16,1,22,4,8,1,0,0,4,0,0,5,5,1,0,3,0,13663,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours"
T20,规则修正,Ours w/o Ontology,1,0,16,1,22,1,8,1,0,0,4,1,0,5,4,1,1,3,1,13663,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T20,规则修正,Ours w/o Memory,1,1,16,1,22,4,8,1,0,0,4,0,0,5,4,1,0,3,0,13663,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T20,规则修正,Ours w/o Asset Router,1,1,16,1,22,3,8,0,0,0,4,0,0,5,4,1,0,3,0,13663,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T20,规则修正,Ours w/o Validator,1,0,16,1,22,4,8,1,0,0,4,3,0,5,4,1,1,3,3,13663,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T21,规则修正,Ours,1,1,18,6,25,24,9,6,0,0,4,0,0,5,5,1,0,3,0,26560,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours"
T21,规则修正,Ours w/o Ontology,1,0,18,6,25,6,9,6,0,0,4,1,0,5,4,1,1,3,1,26560,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T21,规则修正,Ours w/o Memory,1,1,18,6,25,24,9,6,0,0,4,0,0,5,4,1,0,3,0,26560,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T21,规则修正,Ours w/o Asset Router,1,1,18,6,25,18,9,0,0,0,4,0,0,5,4,1,0,3,0,26560,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T21,规则修正,Ours w/o Validator,1,0,18,6,25,24,9,6,0,0,4,3,0,5,4,1,1,3,3,26560,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T22,规则修正,Ours,1,1,10,2,15,9,8,6,0,0,3,0,0,5,5,0,0,2,0,18839,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours"
T22,规则修正,Ours w/o Ontology,1,1,10,2,15,4,8,6,0,0,3,0,0,5,4,0,0,2,0,18839,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T22,规则修正,Ours w/o Memory,1,1,10,2,15,9,8,6,0,0,3,0,0,5,4,0,0,2,0,18839,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T22,规则修正,Ours w/o Asset Router,1,1,10,2,15,7,8,1,0,0,3,0,0,5,4,0,0,2,0,18839,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T22,规则修正,Ours w/o Validator,1,1,10,2,15,9,8,6,0,0,3,2,0,5,4,0,0,2,2,18839,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T23,规则修正,Ours,1,1,8,6,12,12,10,10,0,0,3,0,0,5,4,0,0,3,0,23777,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1; ablation=Ours"
T23,规则修正,Ours w/o Ontology,1,1,8,6,12,11,10,10,0,0,3,0,0,5,3,0,0,3,0,23777,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T23,规则修正,Ours w/o Memory,1,1,8,6,12,9,10,5,0,0,3,1,0,5,3,0,0,3,1,23777,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T23,规则修正,Ours w/o Asset Router,1,1,8,6,12,12,10,4,0,0,3,0,0,5,3,0,0,3,0,23777,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T23,规则修正,Ours w/o Validator,1,0,8,6,12,12,10,10,0,0,3,3,0,5,4,0,0,3,3,23777,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T24,规则修正,Ours,1,1,9,1,14,4,9,2,9,1,5,0,0,5,5,0,0,4,0,15641,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours"
T24,规则修正,Ours w/o Ontology,1,1,9,1,14,2,9,2,9,1,5,0,0,5,4,0,0,4,0,15641,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T24,规则修正,Ours w/o Memory,1,1,9,1,14,4,9,2,9,1,5,0,0,5,4,0,0,4,0,15641,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T24,规则修正,Ours w/o Asset Router,1,0,9,1,14,3,9,1,9,0,5,2,0,5,4,0,0,4,2,15641,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T24,规则修正,Ours w/o Validator,1,0,9,1,14,4,9,2,9,1,5,4,0,5,4,0,0,4,4,15641,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T25,历史查询,Ours,1,1,7,1,12,4,14,1,0,0,3,0,0,5,5,1,0,3,0,20005,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours"
T25,历史查询,Ours w/o Ontology,1,0,7,1,12,1,14,1,0,0,3,1,0,5,4,1,1,3,1,20005,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T25,历史查询,Ours w/o Memory,1,1,7,1,12,4,14,1,0,0,3,1,0,5,4,1,0,3,1,20005,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T25,历史查询,Ours w/o Asset Router,1,1,7,1,12,3,14,0,0,0,3,0,0,5,4,1,0,3,0,20005,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T25,历史查询,Ours w/o Validator,1,0,7,1,12,4,14,1,0,0,3,1,0,5,4,1,0,3,1,20005,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T26,历史查询,Ours,1,1,5,2,9,7,10,3,0,0,3,0,0,5,5,0,0,3,0,19329,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours"
T26,历史查询,Ours w/o Ontology,1,1,5,2,9,4,10,3,0,0,3,0,0,5,4,0,0,3,0,19329,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T26,历史查询,Ours w/o Memory,1,1,5,2,9,6,10,3,0,0,3,1,0,5,4,0,0,3,1,19329,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T26,历史查询,Ours w/o Asset Router,1,1,5,2,9,5,10,1,0,0,3,0,0,5,4,0,0,3,0,19329,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T26,历史查询,Ours w/o Validator,1,0,5,2,9,7,10,3,0,0,3,2,0,5,4,0,0,3,2,19329,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T27,历史查询,Ours,1,1,6,4,10,10,18,8,0,0,2,0,0,5,5,0,0,2,0,24149,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1; ablation=Ours"
T27,历史查询,Ours w/o Ontology,1,1,6,4,10,8,18,8,0,0,2,0,0,5,4,0,0,2,0,24149,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T27,历史查询,Ours w/o Memory,1,1,6,4,10,7,18,8,0,0,2,1,0,5,4,0,0,2,1,24149,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T27,历史查询,Ours w/o Asset Router,1,1,6,4,10,10,18,2,0,0,2,0,0,5,4,0,0,2,0,24149,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T27,历史查询,Ours w/o Validator,1,0,6,4,10,10,18,8,0,0,2,1,0,5,4,0,0,2,1,24149,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T28,历史查询,Ours,1,1,4,8,8,8,12,9,12,8,3,0,0,5,5,0,0,3,0,22668,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 2, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours"
T28,历史查询,Ours w/o Ontology,1,1,4,8,8,8,12,9,12,8,3,0,0,5,4,0,0,3,0,22668,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 2, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T28,历史查询,Ours w/o Memory,1,1,4,8,8,6,12,6,12,6,3,1,0,5,4,0,0,3,1,22668,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 2, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T28,历史查询,Ours w/o Asset Router,1,0,4,8,8,8,12,1,12,0,3,1,0,5,4,0,0,3,1,22668,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 2, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T28,历史查询,Ours w/o Validator,1,0,4,8,8,8,12,9,12,8,3,2,0,5,4,0,0,3,2,22668,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 2, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T29,历史查询,Ours,1,1,5,2,9,9,8,6,0,0,2,0,0,5,5,0,0,2,0,20290,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours"
T29,历史查询,Ours w/o Ontology,1,1,5,2,9,4,8,6,0,0,2,0,0,5,4,0,0,2,0,20290,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T29,历史查询,Ours w/o Memory,1,1,5,2,9,6,8,4,0,0,2,1,0,5,4,0,0,2,1,20290,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T29,历史查询,Ours w/o Asset Router,1,1,5,2,9,7,8,1,0,0,2,0,0,5,4,0,0,2,0,20290,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T29,历史查询,Ours w/o Validator,1,1,5,2,9,9,8,6,0,0,2,1,0,5,4,0,0,2,1,20290,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
T30,历史查询,Ours,1,1,8,6,16,16,20,14,0,0,4,0,0,5,5,0,0,3,0,27965,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours"
T30,历史查询,Ours w/o Ontology,1,1,8,6,16,14,20,14,0,0,4,0,0,5,4,0,0,3,0,27965,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Ontology; ontology disabled: hierarchy relations flattened"
T30,历史查询,Ours w/o Memory,1,1,8,6,16,12,20,11,0,0,4,1,0,5,4,0,0,3,1,27965,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Memory; memory disabled: history/data evidence reduced"
T30,历史查询,Ours w/o Asset Router,1,1,8,6,16,16,20,4,0,0,4,0,0,5,4,0,0,3,0,27965,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Asset Router; asset router disabled: fidelity decisions removed"
T30,历史查询,Ours w/o Validator,1,0,8,6,16,16,20,14,0,0,4,2,0,5,4,0,0,3,2,27965,"planSource={'mode': 'agent', 'model': 'deepseek-v4-flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2; ablation=Ours w/o Validator; validator disabled: rule conflicts left unresolved"
