task_id,method,category,cvsr,object_f1,critical_recall,relation_f1,binding_f1,repair_success,fatal_violation,evidence_precision,llm_calls,tool_calls,repair_rounds,tokens,cost_usd,latency_ms
TN14-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,17493,0.003900,153153.9
TN14-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7163,0.001513,59169.4
TN14-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7543,0.001619,60714.6
TN14-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7176,0.001517,42901.1
TN14-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7348,0.001565,52421.8
TN14-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7300,0.001551,69404.7
TN14-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,22474.3
TN14-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,8270.6
TN14-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,11881.8
TN14-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,9996.0
TN14-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,21713.2
TN14-v2-asset,KAFarmTwin-TypedRepair,asset,False,0.9444,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5511,0.000795,15730.8
TN14-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,11692.9
TN14-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,6517.2
TN14-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,7424.0
TN14-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,7997.5
TN21-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.3333,,False,1.0000,1,5,0,1039,0.000171,4819.2
TN21-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.3333,,False,1.0000,1,5,0,1035,0.000170,4137.5
TN21-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.3333,,False,1.0000,1,5,0,1077,0.000182,4423.6
TN21-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.3333,,False,1.0000,1,5,0,1035,0.000170,1932.2
TN21-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.3333,,False,1.0000,1,5,0,1035,0.000170,2091.1
TN21-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,11912,0.002325,76957.0
TN21-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,14674,0.003099,105954.3
TN21-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,13206,0.002687,96548.1
TN21-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,14792,0.003131,99338.7
TN21-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,13012,0.002634,99431.5
TN21-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0000,0.2000,0.0000,,True,1.0000,5,7,0,5222,0.000963,27252.0
TN21-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0000,0.2000,0.0000,,True,1.0000,5,7,0,5124,0.000936,24566.3
TN21-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0000,0.2000,0.0000,,True,1.0000,5,7,0,5150,0.000943,24382.5
TN21-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0000,0.2000,0.0000,,True,1.0000,5,7,0,5451,0.001027,20875.9
TN21-v2-bind,GenericMultiAgent-AllTools,bind,False,0.9091,1.0000,0.2222,0.0000,,True,1.0000,5,6,0,5185,0.000953,18229.1
TN21-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0000,0.4444,0.3333,,False,1.0000,1,3,0,1466,0.000312,5617.8
TN21-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0000,0.2222,0.0000,,False,1.0000,1,3,0,1336,0.000275,8485.9
TN21-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0000,0.2222,0.0000,,False,1.0000,1,3,0,1336,0.000275,9457.8
TN21-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0000,0.2222,0.3333,,False,1.0000,1,3,0,1460,0.000310,5937.7
TN21-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0000,0.2222,0.0000,,False,1.0000,1,3,0,1357,0.000281,8124.6
TN21-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7273,0.3333,,False,1.0000,4,11,3,6147,0.000889,15254.1
TN21-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7273,0.3333,,False,1.0000,4,11,3,6189,0.000901,7056.0
TN21-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7273,0.3333,,False,1.0000,4,11,3,6147,0.000889,6246.5
TN21-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7273,0.3333,,False,1.0000,4,11,3,6185,0.000900,10500.3
TN21-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7273,0.3333,,False,1.0000,4,11,3,6147,0.000889,22366.8
TN22-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.2500,,False,1.0000,1,6,0,1135,0.000198,3278.8
TN22-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.2500,,False,1.0000,1,6,0,1082,0.000183,16760.4
TN22-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.0000,,False,1.0000,1,6,0,1087,0.000184,4519.8
TN22-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.2500,,False,1.0000,1,6,0,1135,0.000198,5264.7
TN22-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.2500,,False,1.0000,1,6,0,1082,0.000183,3860.1
TN22-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,15604,0.003364,117145.0
TN22-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,12801,0.002577,88975.9
TN22-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,12847,0.002590,95324.0
TN22-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,11186,0.002126,61579.7
TN22-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,15327,0.003288,112842.6
TN22-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,True,1.0000,5,9,0,5942,0.001166,31352.8
TN22-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0000,0.1667,0.0000,,False,1.0000,5,8,0,5453,0.001029,25326.3
TN22-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8000,1.0000,0.3077,0.0000,,True,1.0000,5,9,0,5742,0.001110,29015.7
TN22-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,True,1.0000,5,9,0,5473,0.001035,107270.9
TN22-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,True,1.0000,5,9,0,5559,0.001059,29253.5
TN22-v2-bind,GenericRepair-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,False,1.0000,1,3,0,1616,0.000354,12944.8
TN22-v2-bind,GenericRepair-AllTools,bind,False,0.8571,1.0000,0.3333,0.2500,,False,1.0000,1,3,0,1535,0.000331,5251.4
TN22-v2-bind,GenericRepair-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,False,1.0000,1,3,0,1621,0.000355,24698.7
TN22-v2-bind,GenericRepair-AllTools,bind,False,0.8571,1.0000,0.3333,0.2500,,False,1.0000,1,3,0,1535,0.000331,5060.5
TN22-v2-bind,GenericRepair-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,False,1.0000,1,3,0,1620,0.000355,13175.3
TN22-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7692,0.2500,,False,1.0000,4,12,3,6763,0.000989,9328.0
TN22-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7692,0.2500,,False,1.0000,4,12,3,6718,0.000976,9393.1
TN22-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7692,0.2500,,False,1.0000,4,12,3,6763,0.000989,11334.8
TN22-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7692,0.2500,,False,1.0000,4,12,3,6718,0.000976,13519.5
TN22-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7692,0.2500,,False,1.0000,4,12,3,6718,0.000976,16579.4
TN23-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.3333,,False,1.0000,1,5,0,1032,0.000170,1954.3
TN23-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.3333,,False,1.0000,1,5,0,1074,0.000181,2730.3
TN23-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.3333,,False,1.0000,1,5,0,1032,0.000170,2663.1
TN23-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.3333,,False,1.0000,1,5,0,1032,0.000170,2984.7
TN23-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.3333,,False,1.0000,1,5,0,1032,0.000170,1852.3
TN23-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,13604,0.002800,152498.0
TN23-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,10984,0.002067,194555.5
TN23-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1584,0.000344,11233.8
TN23-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,11935,0.002335,80157.8
TN23-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,10150,0.001834,52543.4
TN23-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0000,0.2000,0.0000,,True,1.0000,5,7,0,5499,0.001041,25678.9
TN23-v2-bind,GenericMultiAgent-AllTools,bind,False,0.9091,1.0000,0.2222,0.0000,,True,1.0000,5,6,0,5165,0.000948,27610.8
TN23-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0000,0.2000,0.0000,,True,1.0000,5,7,0,5163,0.000947,20084.3
TN23-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0000,0.2000,0.0000,,True,1.0000,5,7,0,5260,0.000975,24850.8
TN23-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0000,0.2000,0.0000,,True,1.0000,5,7,0,5764,0.001116,28447.4
TN23-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0000,0.2222,0.0000,,False,1.0000,1,3,0,1329,0.000274,8757.4
TN23-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0000,0.2222,0.3333,,False,1.0000,1,3,0,1461,0.000311,5667.0
TN23-v2-bind,GenericRepair-AllTools,bind,False,0.8333,1.0000,0.2000,0.3333,,False,1.0000,1,3,0,1498,0.000321,8289.5
TN23-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0000,0.2222,0.3333,,False,1.0000,1,3,0,1459,0.000310,104877.7
TN23-v2-bind,GenericRepair-AllTools,bind,False,0.8333,1.0000,0.2000,0.0000,,False,1.0000,1,3,0,1408,0.000296,9069.9
TN23-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7273,0.3333,,False,1.0000,4,11,3,6186,0.000900,15134.7
TN23-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7273,0.3333,,False,1.0000,4,11,3,6144,0.000889,6587.8
TN23-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7273,0.3333,,False,1.0000,4,11,3,6182,0.000899,6242.5
TN23-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7273,0.3333,,False,1.0000,4,11,3,6182,0.000899,6733.0
TN23-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7273,0.3333,,False,1.0000,4,11,3,6144,0.000889,4853.1
TN24-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.2500,,False,1.0000,1,6,0,1098,0.000186,101201.6
TN24-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.0000,,False,1.0000,1,6,0,1094,0.000185,3017.5
TN24-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.2500,,False,1.0000,1,6,0,1102,0.000187,7013.9
TN24-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.2500,,False,1.0000,1,6,0,1102,0.000187,3194.0
TN24-v2-bind,SingleAgent-AllTools,bind,False,1.0000,1.0000,1.0000,0.2500,,False,1.0000,1,6,0,1102,0.000187,5585.8
TN24-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1739,0.000388,15164.8
TN24-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,11980,0.002344,66110.7
TN24-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,16217,0.003530,109605.9
TN24-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,16408,0.003584,106423.6
TN24-v2-bind,ReAct-AllTools,bind,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,11220,0.002131,49726.7
TN24-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,True,1.0000,5,9,0,5612,0.001072,28635.9
TN24-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8000,1.0000,0.3077,0.0000,,True,1.0000,5,9,0,5683,0.001092,29482.0
TN24-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0000,0.1667,0.0000,,True,1.0000,5,8,0,5525,0.001048,23075.1
TN24-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0000,0.1667,0.0000,,True,1.0000,5,8,0,6130,0.001217,23989.9
TN24-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,True,1.0000,5,9,0,5777,0.001119,30665.2
TN24-v2-bind,GenericRepair-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,False,1.0000,1,3,0,1627,0.000357,10357.6
TN24-v2-bind,GenericRepair-AllTools,bind,False,0.8571,1.0000,0.1667,0.2500,,False,1.0000,1,3,0,1551,0.000336,14922.9
TN24-v2-bind,GenericRepair-AllTools,bind,False,0.8571,1.0000,0.3333,0.2500,,False,1.0000,1,3,0,1560,0.000338,4994.3
TN24-v2-bind,GenericRepair-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,False,1.0000,1,3,0,1626,0.000357,13920.6
TN24-v2-bind,GenericRepair-AllTools,bind,False,0.8000,1.0000,0.1538,0.0000,,False,1.0000,1,3,0,1625,0.000356,11742.9
TN24-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7692,0.2500,,False,1.0000,4,12,3,6868,0.000998,5626.1
TN24-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7692,0.2500,,False,1.0000,4,12,3,6864,0.000997,7065.8
TN24-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7692,0.2500,,False,1.0000,4,12,3,6864,0.000997,7800.7
TN24-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7692,0.2500,,False,1.0000,4,12,3,6864,0.000997,59332.4
TN24-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0000,1.0000,0.7692,0.2500,,False,1.0000,4,12,3,6864,0.000997,37426.1
TN31-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.0
TN31-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.0
TN31-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.0
TN31-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.0
TN31-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.0
TN31-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,12758,0.002553,254730.6
TN31-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,9237,0.001570,47310.2
TN31-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,12493,0.002479,73661.1
TN31-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,9260,0.001567,32417.1
TN31-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,9207,0.001562,33477.6
TN31-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4000,1.0000,0.0000,0.0000,False,False,1.0000,5,2,0,4358,0.000717,13703.1
TN31-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4000,1.0000,0.0000,0.0000,False,True,1.0000,5,2,0,4401,0.000729,15701.7
TN31-v2-repair,GenericMultiAgent-AllTools,repair,False,0.7500,1.0000,0.3333,0.0000,False,True,1.0000,5,5,0,4567,0.000776,68895.5
TN31-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4000,1.0000,0.0000,0.0000,False,True,1.0000,5,2,0,4805,0.000842,17501.2
TN31-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4000,1.0000,0.0000,0.0000,False,True,1.0000,5,2,0,4947,0.000882,14560.3
TN31-v2-repair,GenericRepair-AllTools,repair,False,0.7500,1.0000,0.3333,1.0000,False,False,1.0000,1,3,0,1199,0.000236,5493.3
TN31-v2-repair,GenericRepair-AllTools,repair,False,0.4000,1.0000,0.0000,0.0000,False,False,1.0000,1,3,0,919,0.000158,3224.4
TN31-v2-repair,GenericRepair-AllTools,repair,False,0.5714,1.0000,0.4000,0.0000,False,False,1.0000,1,3,0,1208,0.000239,9574.9
TN31-v2-repair,GenericRepair-AllTools,repair,False,0.5455,1.0000,0.2222,0.0000,False,False,1.0000,1,3,0,1504,0.000322,10452.3
TN31-v2-repair,GenericRepair-AllTools,repair,False,0.7500,1.0000,0.3333,0.0000,False,False,1.0000,1,3,0,1254,0.000252,7043.5
TN31-v2-repair,KAFarmTwin-TypedRepair,repair,True,1.0000,1.0000,1.0000,1.0000,True,False,1.0000,3,7,3,3573,0.000503,3323.5
TN31-v2-repair,KAFarmTwin-TypedRepair,repair,True,1.0000,1.0000,1.0000,1.0000,True,False,1.0000,3,7,3,3573,0.000503,2958.6
TN31-v2-repair,KAFarmTwin-TypedRepair,repair,True,1.0000,1.0000,1.0000,1.0000,True,False,1.0000,3,7,3,3573,0.000503,4195.9
TN31-v2-repair,KAFarmTwin-TypedRepair,repair,True,1.0000,1.0000,1.0000,1.0000,True,False,1.0000,3,7,3,3573,0.000503,3260.1
TN31-v2-repair,KAFarmTwin-TypedRepair,repair,True,1.0000,1.0000,1.0000,1.0000,True,False,1.0000,3,7,3,3573,0.000503,2899.0
TN32-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.0
TN32-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.0
TN32-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.0
TN32-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.0
TN32-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.0
TN32-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,13806,0.002856,117326.5
TN32-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,9822,0.001740,53094.6
TN32-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,9,0,0,10798,0.002117,245281.1
TN32-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,9208,0.001565,46983.3
TN32-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,13574,0.002791,98463.8
TN32-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4000,1.0000,0.0000,0.0000,False,False,1.0000,5,2,0,4638,0.000800,18314.0
TN32-v2-repair,GenericMultiAgent-AllTools,repair,False,0.7500,1.0000,0.3333,0.0000,False,False,1.0000,5,5,0,4443,0.000745,16305.3
TN32-v2-repair,GenericMultiAgent-AllTools,repair,False,0.6000,1.0000,0.2500,0.0000,False,False,1.0000,5,7,0,4518,0.000766,19289.8
TN32-v2-repair,GenericMultiAgent-AllTools,repair,False,0.5000,1.0000,0.0000,0.0000,False,False,1.0000,5,1,0,4045,0.000634,12544.4
TN32-v2-repair,GenericMultiAgent-AllTools,repair,False,0.5000,1.0000,0.0000,0.0000,False,True,1.0000,5,1,0,4605,0.000790,19176.3
TN32-v2-repair,GenericRepair-AllTools,repair,False,0.2143,1.0000,0.2857,0.6667,False,False,1.0000,1,3,0,1291,0.000263,5682.1
TN32-v2-repair,GenericRepair-AllTools,repair,False,0.2143,1.0000,0.2500,0.6667,False,False,1.0000,1,3,0,1514,0.000325,50911.0
TN32-v2-repair,GenericRepair-AllTools,repair,False,0.6667,1.0000,0.2857,1.0000,False,False,1.0000,1,3,0,1370,0.000285,9027.5
TN32-v2-repair,GenericRepair-AllTools,repair,False,0.8571,1.0000,0.6667,0.0000,False,False,1.0000,1,3,0,1225,0.000244,7034.7
TN32-v2-repair,GenericRepair-AllTools,repair,False,0.2143,1.0000,0.2857,0.0000,False,False,1.0000,1,3,0,1360,0.000282,7876.9
TN32-v2-repair,KAFarmTwin-TypedRepair,repair,True,1.0000,1.0000,1.0000,1.0000,True,False,1.0000,3,7,3,3681,0.000519,185788.4
TN32-v2-repair,KAFarmTwin-TypedRepair,repair,True,1.0000,1.0000,1.0000,1.0000,True,False,1.0000,3,7,3,3681,0.000519,28343.1
TN32-v2-repair,KAFarmTwin-TypedRepair,repair,True,1.0000,1.0000,1.0000,1.0000,True,False,1.0000,3,7,3,3681,0.000519,3404.9
TN32-v2-repair,KAFarmTwin-TypedRepair,repair,True,1.0000,1.0000,1.0000,1.0000,True,False,1.0000,3,7,3,3681,0.000519,3128.9
TN32-v2-repair,KAFarmTwin-TypedRepair,repair,True,1.0000,1.0000,1.0000,1.0000,True,False,1.0000,3,7,3,3681,0.000519,4000.0
TN33-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.1
TN33-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.1
TN33-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.1
TN33-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.1
TN33-v2-repair,SingleAgent-AllTools,repair,False,1.0000,1.0000,0.0000,0.0000,False,True,1.0000,0,0,0,0,0.000000,0.1
TN33-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,2,0,0,1876,0.000325,45264.2
TN33-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,9064,0.001524,58771.2
TN33-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,9053,0.001516,209990.3
TN33-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,12228,0.002409,112918.1
TN33-v2-repair,ReAct-AllTools,repair,False,0.0000,0.0000,0.0000,0.0000,False,False,0.0000,10,0,0,9300,0.001595,35819.4
TN33-v2-repair,GenericMultiAgent-AllTools,repair,False,0.2143,1.0000,0.2857,0.0000,True,True,1.0000,5,6,0,4559,0.000777,127953.0
TN33-v2-repair,GenericMultiAgent-AllTools,repair,False,0.6667,1.0000,0.2857,0.0000,False,True,1.0000,5,6,0,4473,0.000753,26479.2
TN33-v2-repair,GenericMultiAgent-AllTools,repair,False,0.5000,1.0000,0.0000,0.0000,False,True,1.0000,5,1,0,3888,0.000589,9352.3
TN33-v2-repair,GenericMultiAgent-AllTools,repair,False,0.2222,1.0000,0.3333,0.0000,True,False,1.0000,5,5,0,4528,0.000768,91122.1
TN33-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4000,1.0000,0.0000,0.0000,False,False,1.0000,5,2,0,4233,0.000686,73072.7
TN33-v2-repair,GenericRepair-AllTools,repair,False,0.6000,1.0000,0.2500,0.0000,False,False,1.0000,1,3,0,1488,0.000318,11139.1
TN33-v2-repair,GenericRepair-AllTools,repair,False,0.7500,1.0000,0.3333,0.0000,True,False,1.0000,1,3,0,1203,0.000238,6233.0
TN33-v2-repair,GenericRepair-AllTools,repair,False,0.7500,1.0000,0.3333,0.0000,True,False,1.0000,1,3,0,1204,0.000238,9615.1
